id,date_listed,community,zone,lat,lon,property_category,property_type,bedrooms,area_sqft,area_m2,metro_station,metro_line,metro_distance_min,to_burj_khalifa_km,listing_type,price_usd,price_per_sqft_usd
S027805,2025-11-14,Karama,Bur Dubai,25.24199,55.2949,apartment,2BR,2,1194,110.9,Al Karama,Red,17,5.39,secondary_sale,410600,344
S027806,2024-05-09,Discovery Gardens,Discovery Gardens,25.05023,55.15101,apartment,2BR,2,1519,141.1,Discovery Gardens,Red,10,20.53,secondary_sale,387300,255
S027807,2021-04-14,Meydan,Meydan,25.16145,55.27455,apartment,1BR,1,732,68.0,Burj Khalifa/Dubai Mall,Red,29,3.98,secondary_sale,229500,314
S027808,2020-05-02,Pearl Jumeira,Jumeirah,25.21465,55.25405,apartment,3BR,3,1679,155.9,Emirates Towers,Red,24,2.82,secondary_sale,1134400,676
S027809,2025-04-05,Town Square,Nshama,24.99541,55.28972,apartment,2BR,2,1046,97.2,UAE Exchange,Red,84,22.49,secondary_sale,259000,248
S027810,2024-05-09,Mohammed Bin Rashid City,Mohammed Bin Rashid,25.17027,55.3112,apartment,2BR,2,1040,96.6,World Trade Centre,Red,33,4.76,secondary_sale,688200,662
S027811,2020-07-05,Town Square,Nshama,24.9931,55.24413,apartment,2BR,2,1134,105.4,First Abu Dhabi Bank,Red,65,22.9,secondary_sale,125800,111
S027812,2022-05-22,Liwan,Dubailand,25.06062,55.32907,apartment,studio,0,380,35.3,Baniyas Square (G),Green,98,16.15,secondary_sale,58900,155
S027813,2020-01-06,Palm Jumeirah,Palm Jumeirah,25.11045,55.13582,apartment,2BR,2,1195,111.0,Sharaf DG,Red,27,16.96,secondary_sale,543500,455
S027814,2020-08-11,DAMAC Lagoons,Damac,25.05636,55.2891,villa,5BR_villa,5,5583,518.7,Mall of the Emirates,Red,44,15.73,secondary_sale,1521200,272
S027815,2021-06-21,Arabian Ranches,Arabian Ranches,25.03647,55.28099,villa,5BR_villa,5,4628,430.0,Al Ras,Green,103,17.89,secondary_sale,1539100,333
S027816,2026-01-01,Al Warqa,Al Warqa,25.20381,55.39648,villa,4BR_villa,4,3377,313.7,Creek,Green,31,12.3,secondary_sale,847100,251
S027817,2021-01-08,Mira,Reem,25.05547,55.25467,villa,3BR_villa,3,2779,258.2,Emirates Towers,Red,86,15.88,secondary_sale,510800,184
S027818,2022-05-17,Jumeirah Village Circle,JVC,25.06235,55.22403,apartment,studio,0,481,44.7,Discovery Gardens,Red,33,15.83,secondary_sale,94800,197
S027819,2023-12-07,Jumeirah Islands,Emirates Living,25.0512,55.17668,villa,3BR_villa,3,2975,276.4,Ibn Battuta,Red,25,18.98,secondary_sale,1738500,584
S027820,2024-08-15,Downtown Dubai,Downtown,25.20064,55.2775,apartment,3BR,3,1679,156.0,Burj Khalifa/Dubai Mall,Red,5,0.49,secondary_sale,2149000,1280
S027821,2023-03-15,Dubai Hills Estate,Mohammed Bin Rashid,25.11761,55.26349,apartment,3BR,3,1516,140.9,Dubai Internet City,Red,33,8.92,secondary_sale,787800,520
S027822,2024-02-04,Jebel Ali,Jebel Ali,25.01794,55.10046,apartment,3BR,3,1878,174.5,Al Furjan,Red,27,26.53,secondary_sale,273800,146
S027823,2024-12-12,The Valley,Dubai-Al Ain Road,24.96854,55.4943,villa,4BR_villa,4,3303,306.9,Al Qiyadah (G),Green,158,33.72,secondary_sale,813300,246
S027824,2021-01-29,Dubai Hills Estate,Mohammed Bin Rashid,25.10916,55.24213,villa,3BR_villa,3,3007,279.4,Discovery Gardens,Red,56,10.31,secondary_sale,764000,254
S027825,2021-02-23,Palm Jumeirah,Palm Jumeirah,25.11611,55.13601,apartment,4BR_penthouse,4,2690,250.0,Mashreq Bank,Red,21,16.59,secondary_sale,1772500,659
S027826,2022-12-10,Dubai Marina,Dubai Marina,25.08717,55.1621,apartment,1BR,1,817,75.9,MRT-1,Red,25,16.66,secondary_sale,409500,501
S027827,2025-12-07,Dubai Silicon Oasis,Dubai Silicon Oasis,25.11816,55.3807,apartment,studio,0,448,41.6,Al Karama,Red,72,13.85,secondary_sale,99700,223
S027828,2023-12-13,Bukadra,Bukadra,25.18139,55.34592,apartment,3BR,3,1742,161.8,Centrepoint,Red,45,7.41,secondary_sale,868100,498
S027829,2020-08-01,Bukadra,Bukadra,25.17939,55.34267,apartment,studio,0,310,28.8,Max,Red,34,7.15,secondary_sale,67600,218
S027830,2024-05-25,Arabian Ranches,Arabian Ranches,25.06509,55.28759,villa,3BR_villa,3,2328,216.3,Jumeirah Golf Estates,Red,44,14.75,secondary_sale,1027300,441
S027831,2021-02-02,Sobha Hartland,MBR City,25.17695,55.29439,apartment,studio,0,478,44.4,BurJuman,Red,40,3.02,secondary_sale,205100,429
S027832,2022-06-16,Falcon City of Wonders,Dubailand,25.02686,55.28776,apartment,4BR_penthouse,4,2801,260.2,UAE Pavilion,Red,81,18.99,secondary_sale,638500,228
S027833,2022-11-13,Jumeirah Village Circle,JVC,25.05171,55.20157,apartment,studio,0,473,44.0,Dubai Investment Park,Red,36,17.76,secondary_sale,102900,217
S027834,2023-11-05,The Meadows,Emirates Living,25.05478,55.19436,villa,5BR_villa,5,5179,481.1,Jumeirah Golf Estates,Red,17,17.77,secondary_sale,3289000,635
S027835,2022-08-24,Motor City,Motor City,25.04131,55.22794,apartment,2BR,2,1241,115.3,Emirates Towers,Red,85,17.95,secondary_sale,249200,201
S027836,2025-05-13,Dubai Production City,IMPZ,25.02271,55.23543,apartment,2BR,2,1251,116.2,Al Jafiliya,Red,98,19.8,secondary_sale,277900,222
S027837,2022-10-06,International City,International City,25.15813,55.42455,apartment,2BR,2,779,72.4,Jebel Ali,Red,142,15.72,secondary_sale,89700,115
S027838,2023-03-10,Green Community,DIP,25.00918,55.17127,villa,3BR_villa,3,2219,206.1,Danube,Red,26,23.34,secondary_sale,517800,233
S027839,2020-09-15,Bulgari Resort,Jumeirah Bay,25.22175,55.25913,apartment,3BR,3,2003,186.1,Noor Bank,Red,47,3.13,secondary_sale,2374400,1185
S027840,2026-03-01,Reem Mira,Reem,25.02212,55.27855,villa,3BR_villa,3,1952,181.4,Abu Baker Al Siddique (G),Green,113,19.47,secondary_sale,478200,245
S027841,2021-06-30,Dubai Studio City,Dubai Studio City,25.03371,55.23493,apartment,1BR,1,531,49.3,Dubai Internet City,Red,38,18.61,secondary_sale,58600,110
S027842,2023-03-03,Dubai Marina,Dubai Marina,25.08076,55.11555,apartment,3BR,3,1402,130.2,Sharaf DG,Red,30,20.58,secondary_sale,1004000,716
S027843,2020-02-21,Majan,Dubailand,25.05705,55.28235,apartment,studio,0,451,41.9,Mashreq Bank,Red,54,15.6,secondary_sale,63600,141
S027844,2025-12-27,Dubai Production City,IMPZ,25.02196,55.25006,apartment,1BR,1,594,55.2,Burj Khalifa/Dubai Mall,Red,84,19.64,secondary_sale,110300,186
S027845,2020-01-10,Arabian Ranches,Arabian Ranches,25.05821,55.28056,villa,5BR_villa,5,5395,501.2,World Trade Centre,Red,80,15.47,secondary_sale,1770100,328
S027846,2024-07-06,Jumeirah Village Triangle,JVT,25.03926,55.19195,apartment,3BR,3,1623,150.8,Jebel Ali,Red,35,19.43,secondary_sale,538600,332
S027847,2021-08-21,Motor City,Motor City,25.02989,55.24395,apartment,1BR,1,673,62.5,Discovery Gardens,Red,46,18.85,secondary_sale,128900,192
S027848,2026-04-04,Jumeirah Golf Estates,JGE,24.9979,55.18538,villa,4BR_villa,4,2788,259.0,Sharaf DG,Red,49,23.91,secondary_sale,1257900,451
S027849,2025-03-03,Meydan,Meydan,25.16625,55.29507,apartment,studio,0,361,33.6,Creek,Green,47,4.02,secondary_sale,267300,740
S027850,2025-10-27,Arabian Ranches 2,Arabian Ranches,25.03247,55.25797,villa,5BR_villa,5,5371,499.0,First Abu Dhabi Bank,Red,50,18.39,secondary_sale,2481300,462
S027851,2026-01-20,Umm Suqeim,Jumeirah,25.14867,55.19114,villa,3BR_villa,3,3757,349.1,Burj Khalifa/Dubai Mall,Red,43,9.97,secondary_sale,2648300,705
S027852,2020-08-29,Bukadra,Bukadra,25.18154,55.3403,villa,3BR_villa,3,3028,281.3,BurJuman,Red,42,6.86,secondary_sale,644300,213
S027853,2021-12-07,Al Mamzar,Al Mamzar,25.2894,55.36038,apartment,2BR,2,1388,129.0,Al Qiyadah (G),Green,10,13.41,secondary_sale,325700,235
S027854,2023-08-24,Jumeirah Village Circle,JVC,25.04971,55.23194,apartment,2BR,2,1650,153.3,Danube,Red,46,16.95,secondary_sale,459000,278
S027855,2023-04-21,DAMAC Lagoons,Damac,25.04925,55.23905,villa,3BR_villa,3,2950,274.1,Burj Khalifa/Dubai Mall,Red,71,16.83,secondary_sale,1051800,357
S027856,2021-01-23,Dubai Sports City,Dubai Sports City,25.04853,55.21884,apartment,studio,0,464,43.1,Palm Deira,Green,107,17.45,secondary_sale,56200,121
S027857,2025-05-06,Remraam,Dubailand,24.99542,55.24495,apartment,studio,0,373,34.6,Max,Red,108,22.63,secondary_sale,62000,166
S027858,2021-10-07,World Islands,World Islands,25.22698,55.16172,apartment,3BR,3,2577,239.4,Palm Deira,Green,61,11.81,secondary_sale,2291600,889
S027859,2022-09-08,Tilal Al Ghaf,Tilal Al Ghaf,25.0173,55.25323,villa,4BR_villa,4,4095,380.5,Discovery Gardens,Red,55,20.12,secondary_sale,1297100,317
S027860,2023-12-07,Dubai Marina,Dubai Marina,25.09123,55.15928,apartment,studio,0,380,35.3,Jumeirah Golf Estates,Red,32,16.53,secondary_sale,233000,613
S027861,2020-05-11,Madinat Jumeirah Living,Jumeirah,25.13366,55.17989,apartment,1BR,1,573,53.2,Sharaf DG,Red,15,11.85,secondary_sale,315300,550
S027862,2026-01-15,The Greens,The Greens,25.09921,55.17426,apartment,studio,0,485,45.1,Jumeirah Golf Estates,Red,41,14.84,secondary_sale,201000,414
S027863,2025-06-29,Al Barsha South,Al Barsha,25.07154,55.21247,apartment,studio,0,447,41.6,Jumeirah Golf Estates,Red,34,15.3,secondary_sale,133800,299
S027864,2025-07-30,Bulgari Resort,Jumeirah Bay,25.21487,55.2692,apartment,1BR,1,778,72.3,Al Karama,Red,34,2.03,secondary_sale,1630800,2097
S027865,2023-12-28,Damac Hills 2,Damac Hills,24.96868,55.30755,villa,3BR_villa,3,2717,252.4,Abu Baker Al Siddique,Red,148,25.63,secondary_sale,614900,226
S027866,2025-10-20,Umm Suqeim,Jumeirah,25.14669,55.19206,villa,4BR_villa,4,3872,359.8,Union (G),Green,72,10.01,secondary_sale,2704500,698
S027867,2024-09-05,Dubai Hills Estate,Mohammed Bin Rashid,25.11922,55.26284,apartment,2BR,2,1116,103.6,First Abu Dhabi Bank,Red,18,8.75,secondary_sale,724000,649
S027868,2020-08-19,Dubai Studio City,Dubai Studio City,25.05944,55.21066,apartment,studio,0,432,40.1,First Abu Dhabi Bank,Red,48,16.61,secondary_sale,73700,171
S027869,2023-11-20,The Valley,Dubai-Al Ain Road,24.9733,55.50444,villa,4BR_villa,4,3644,338.6,Al Nahda (G),Green,157,34.01,secondary_sale,763200,209
S027870,2020-05-11,World Islands,World Islands,25.21527,55.1629,apartment,2BR,2,923,85.7,Al Qiyadah (G),Green,89,11.4,secondary_sale,802600,870
S027871,2021-06-26,Arabian Ranches,Arabian Ranches,25.04922,55.2684,villa,5BR_villa,5,5055,469.6,Mall of the Emirates,Red,43,16.47,secondary_sale,2248600,445
S027872,2022-10-31,Madinat Jumeirah Living,Jumeirah,25.13046,55.1722,apartment,4BR_penthouse,4,3877,360.2,Sharaf DG,Red,15,12.68,secondary_sale,3303800,852
S027873,2020-07-31,Emirates Hills,Emirates Hills,25.04332,55.17374,villa,4BR_villa,4,3737,347.2,Al Furjan,Red,19,19.89,secondary_sale,2500200,669
S027874,2023-10-31,Downtown Dubai,Downtown,25.20794,55.27674,apartment,2BR,2,1357,126.0,Al Jadaf,Green,33,1.22,secondary_sale,911000,672
S027875,2024-09-04,Jumeirah Islands,Emirates Living,25.0498,55.16634,villa,3BR_villa,3,3606,335.0,MRT-1,Red,20,19.67,secondary_sale,2199500,610
S027876,2021-05-19,Motor City,Motor City,25.04584,55.26442,apartment,1BR,1,791,73.5,Dubai Investment Park,Red,43,16.86,secondary_sale,131600,166
S027877,2020-01-23,The Lakes,Emirates Living,25.06204,55.19417,villa,4BR_villa,4,4319,401.3,Energy,Red,57,17.06,secondary_sale,1576600,365
S027878,2025-12-12,Majan,Dubailand,25.05846,55.29663,apartment,1BR,1,833,77.4,Abu Hail,Red,104,15.59,secondary_sale,213900,257
S027879,2025-05-14,Dubai Hills Estate,Mohammed Bin Rashid,25.10775,55.24849,apartment,3BR,3,1480,137.5,Union (G),Green,76,10.28,secondary_sale,802300,542
S027880,2024-09-04,La Mer,Jumeirah,25.21889,55.25302,apartment,4BR_penthouse,4,2457,228.3,Salah Al Din (G),Green,41,3.23,secondary_sale,3106100,1264
S027881,2022-02-06,Falcon City of Wonders,Dubailand,25.04264,55.32375,apartment,studio,0,509,47.3,Danube,Red,78,17.89,secondary_sale,111800,220
S027882,2025-08-23,Dubai Investment Park,DIP,25.00327,55.18908,apartment,1BR,1,614,57.0,Dubai Investment Park,Red,18,23.21,secondary_sale,111600,182
S027883,2025-10-13,Jumeirah 2,Jumeirah,25.21722,55.26155,apartment,1BR,1,881,81.8,Creek,Green,46,2.57,secondary_sale,634800,721
S027884,2025-08-20,Jumeirah Bay Island,Jumeirah,25.20638,55.26474,apartment,2BR,2,1424,132.3,Business Bay,Red,15,1.41,secondary_sale,3174700,2230
S027885,2026-03-01,Al Furjan,Al Furjan,25.03275,55.13618,apartment,studio,0,382,35.5,Al Furjan,Red,3,22.98,secondary_sale,128500,336
S027886,2025-11-14,Jumeirah Beach Residence,Dubai Marina,25.09381,55.12244,apartment,studio,0,375,34.8,Jumeirah Golf Estates,Red,36,19.14,secondary_sale,277700,741
S027887,2020-09-01,Sustainable City,Sustainable City,24.9692,55.29499,villa,3BR_villa,3,2971,276.0,Noor Bank,Red,72,25.44,secondary_sale,474100,160
S027888,2024-01-30,Jumeirah Bay Island,Jumeirah,25.19121,55.24866,apartment,4BR_penthouse,4,2926,271.8,Max,Red,26,2.67,secondary_sale,6074700,2076
S027889,2025-01-14,Damac Hills 2,Damac Hills,24.96773,55.29101,villa,3BR_villa,3,3217,298.9,Salah Al Din,Red,148,25.57,secondary_sale,678500,211
S027890,2025-11-18,Motor City,Motor City,25.04641,55.25578,apartment,1BR,1,837,77.8,Jebel Ali,Red,52,16.87,secondary_sale,194600,232
S027891,2025-05-19,Palm Jumeirah,Palm Jumeirah,25.11227,55.13893,apartment,2BR,2,1355,125.9,Mashreq Bank,Red,22,16.59,secondary_sale,1272700,939
S027892,2024-11-16,Palm Jumeirah,Palm Jumeirah,25.13603,55.12876,apartment,3BR,3,1789,166.2,Sharaf DG,Red,25,16.16,secondary_sale,2153700,1204
S027893,2024-07-31,Palm Jumeirah,Palm Jumeirah,25.12073,55.10338,apartment,studio,0,586,54.5,Mashreq Bank,Red,19,19.2,secondary_sale,790900,1349
S027894,2025-08-15,Falcon City of Wonders,Dubailand,25.03781,55.32039,apartment,3BR,3,1753,162.8,Ibn Battuta,Red,81,18.32,secondary_sale,360400,206
S027895,2023-12-25,Motor City,Motor City,25.05031,55.24041,apartment,3BR,3,1873,174.0,Noor Bank,Red,42,16.69,secondary_sale,546600,292
S027896,2022-11-27,Jumeirah Lake Towers,JLT,25.06241,55.13852,apartment,studio,0,551,51.2,Sharaf DG,Red,34,20.29,secondary_sale,151600,275
S027897,2021-03-01,Jumeirah Golf Estates,JGE,25.02117,55.18853,villa,3BR_villa,3,2791,259.3,Energy,Red,48,21.4,secondary_sale,802100,287
S027898,2026-03-24,Downtown Dubai,Downtown,25.19332,55.27676,apartment,2BR,2,1058,98.3,Burj Khalifa/Dubai Mall,Red,7,0.49,secondary_sale,1061900,1003
S027899,2023-03-13,Damac Hills,Damac Hills,25.03424,55.26527,villa,4BR_villa,4,2733,253.9,Mall of the Emirates,Red,55,18.14,secondary_sale,708200,259
S027900,2023-04-19,Falcon City of Wonders,Dubailand,25.03736,55.30181,apartment,1BR,1,970,90.1,UAE Pavilion,Red,77,17.99,secondary_sale,201200,207
S027901,2026-02-06,Tilal Al Ghaf,Tilal Al Ghaf,25.01764,55.281,villa,3BR_villa,3,3305,307.1,Jumeirah Golf Estates,Red,45,19.98,secondary_sale,1446500,438
S027902,2025-05-16,Pearl Jumeira,Jumeirah,25.23036,55.24033,villa,3BR_villa,3,3165,294.0,Abu Baker Al Siddique (G),Green,48,5.03,secondary_sale,3550800,1122
S027903,2022-10-10,Business Bay,Business Bay,25.17911,55.25544,apartment,2BR,2,1441,133.9,Business Bay,Red,5,2.77,secondary_sale,922700,640
S027904,2025-12-19,International City,International City,25.16481,55.41533,apartment,2BR,2,1549,143.9,Dubai Investment Park,Red,132,14.63,secondary_sale,239700,155
S027905,2021-01-14,Dubai Production City,IMPZ,25.0315,55.22958,apartment,2BR,2,1122,104.2,Jumeirah Golf Estates,Red,33,18.97,secondary_sale,108100,96
S027906,2025-08-17,Dubai Islands,Deira Islands,25.28161,55.29902,apartment,3BR,3,1415,131.5,Abu Hail,Red,16,9.71,secondary_sale,1013900,716
S027907,2025-01-19,Azizi Riviera,MBR City,25.1816,55.29769,apartment,3BR,3,1783,165.6,Burj Khalifa/Dubai Mall,Red,19,2.92,secondary_sale,864000,485
S027908,2024-11-09,Town Square,Nshama,25.01388,55.27746,apartment,2BR,2,1410,131.0,UAE Pavilion,Red,61,20.39,secondary_sale,364600,259
S027909,2025-08-13,Bur Dubai,Bur Dubai,25.25222,55.29322,apartment,1BR,1,754,70.0,BurJuman,Red,12,6.4,secondary_sale,212100,281
S027910,2024-05-14,Mohammed Bin Rashid City,Mohammed Bin Rashid,25.16393,55.30755,apartment,studio,0,377,35.0,ADCB,Red,46,4.98,secondary_sale,304400,807
S027911,2021-03-27,DIFC,DIFC,25.20209,55.26398,villa,4BR_villa,4,3888,361.2,Al Jafiliya,Red,18,1.18,secondary_sale,3060700,787
S027912,2025-09-25,Green Community,DIP,25.0121,55.17714,villa,4BR_villa,4,3326,309.0,Energy,Red,39,22.79,secondary_sale,809900,243
S027913,2025-01-29,The Valley,Dubai-Al Ain Road,24.96761,55.48593,villa,4BR_villa,4,3830,355.8,Palm Deira,Green,162,33.25,secondary_sale,880800,230
S027914,2023-04-15,La Mer,Jumeirah,25.21444,55.28755,apartment,4BR_penthouse,4,3390,314.9,Financial Centre,Red,18,2.33,secondary_sale,3240200,956
S027915,2024-01-08,The Springs,Emirates Living,25.05995,55.19523,villa,5BR_villa,5,4444,412.9,First Abu Dhabi Bank,Red,53,17.22,secondary_sale,1860900,419
S027916,2021-10-31,Falcon City of Wonders,Dubailand,25.03829,55.31411,villa,6BR_villa,6,7087,658.4,Danube,Red,78,18.12,secondary_sale,1088600,154
S027917,2022-11-03,Bur Dubai,Bur Dubai,25.26908,55.31322,apartment,3BR,3,1534,142.5,Al Ghubaiba,Green,3,8.9,secondary_sale,402000,262
S027918,2024-05-17,Bluewaters Island,Dubai Marina,25.08027,55.12237,apartment,3BR,3,839,77.9,Al Furjan,Red,30,20.08,secondary_sale,711600,849
S027919,2020-02-25,DAMAC Lagoons,Damac,25.03806,55.27488,villa,3BR_villa,3,3034,281.9,Jumeirah Golf Estates,Red,43,17.7,secondary_sale,584200,193
S027920,2021-02-03,Green Community,DIP,25.00476,55.18196,villa,4BR_villa,4,3198,297.1,MRT-1,Red,24,23.34,secondary_sale,545200,170
S027921,2021-06-02,Al Nahda,Al Nahda,25.29718,55.37198,apartment,1BR,1,842,78.3,Stadium (G),Green,5,14.83,secondary_sale,164000,195
S027922,2022-06-26,Mira,Reem,25.0565,55.25439,villa,5BR_villa,5,4744,440.7,Al Nahda,Red,123,15.77,secondary_sale,1323900,279
S027923,2025-10-31,The Springs,Emirates Living,25.04493,55.17518,villa,3BR_villa,3,3685,342.3,Sharaf DG,Red,31,19.66,secondary_sale,1746300,474
S027924,2021-12-11,Deira,Deira,25.26778,55.30516,apartment,1BR,1,695,64.6,Union,Red,4,8.44,secondary_sale,140300,202
S027925,2022-02-10,Meydan,Meydan,25.15154,55.28597,villa,5BR_villa,5,5049,469.1,Al Jafiliya,Red,40,5.21,secondary_sale,2504800,496
S027926,2023-09-15,Dubai Islands,Deira Islands,25.27216,55.33728,apartment,4BR_penthouse,4,2634,244.7,Union,Red,16,10.46,secondary_sale,1457000,553
S027927,2024-11-13,The Valley,Dubai-Al Ain Road,24.97087,55.48681,villa,4BR_villa,4,2220,206.2,Emirates Towers,Red,148,33.03,secondary_sale,520800,235
S027928,2021-11-16,Dubai Harbour,Dubai Marina,25.10737,55.14257,apartment,studio,0,585,54.3,First Abu Dhabi Bank,Red,49,16.61,secondary_sale,435500,745
S027929,2023-01-23,Living Legends,Dubailand,25.09086,55.29099,apartment,1BR,1,390,36.2,Oud Metha,Green,78,11.94,secondary_sale,115800,297
S027930,2023-07-25,Deira,Deira,25.272,55.31434,apartment,3BR,3,2281,211.9,Baniyas Square (G),Green,9,9.24,secondary_sale,612800,269
S027931,2026-02-09,Dubai Production City,IMPZ,25.02169,55.22862,apartment,1BR,1,628,58.4,Centrepoint,Red,128,20.05,secondary_sale,142000,226
S027932,2023-03-12,Jumeirah 2,Jumeirah,25.21494,55.24259,villa,5BR_villa,5,5777,536.7,Etisalat,Green,56,3.76,secondary_sale,5893000,1020
S027933,2026-03-24,Jumeirah Islands,Emirates Living,25.04649,55.16678,villa,4BR_villa,4,4242,394.1,Discovery Gardens,Red,16,19.96,secondary_sale,2578400,608
S027934,2022-04-27,Mohammed Bin Rashid City,Mohammed Bin Rashid,25.1643,55.32101,apartment,1BR,1,773,71.8,Mall of the Emirates,Red,57,5.95,secondary_sale,350300,453
S027935,2021-05-31,Living Legends,Dubailand,25.07733,55.28966,apartment,1BR,1,798,74.1,Max,Red,71,13.42,secondary_sale,135300,170
S027936,2023-09-21,Dubai Sports City,Dubai Sports City,25.04553,55.23951,apartment,3BR,3,2158,200.4,Al Jafiliya,Red,96,17.23,secondary_sale,514900,239
S027937,2020-05-07,DIFC,DIFC,25.22069,55.27834,apartment,4BR_penthouse,4,2416,224.5,Business Bay,Red,17,2.64,secondary_sale,1520900,629
S027938,2020-04-27,Jumeirah Village Circle,JVC,25.05397,55.2035,apartment,studio,0,376,35.0,Noor Bank,Red,40,17.45,secondary_sale,48200,128
S027939,2020-06-01,Madinat Jumeirah Living,Jumeirah,25.13532,55.1733,apartment,1BR,1,923,85.8,Noor Bank,Red,21,12.28,secondary_sale,511700,554
S027940,2022-04-19,City Walk,Al Wasl,25.211,55.23357,apartment,1BR,1,777,72.2,Financial Centre,Red,13,4.38,secondary_sale,484900,624
S027941,2022-08-22,Town Square,Nshama,25.00743,55.26109,apartment,3BR,3,2030,188.6,Noor Bank,Red,63,21.14,secondary_sale,376000,185
S027942,2020-04-09,Dubai Marina,Dubai Marina,25.07268,55.12697,apartment,studio,0,570,53.0,Jumeirah Golf Estates,Red,31,20.3,secondary_sale,190800,335
S027943,2026-04-22,Jumeirah Park,Emirates Living,25.06775,55.18827,villa,5BR_villa,5,3434,319.1,BurJuman,Red,111,16.8,secondary_sale,1825500,532
S027944,2023-11-27,Maritime City,Maritime City,25.25976,55.25173,apartment,studio,0,483,44.9,Stadium (G),Green,49,7.32,secondary_sale,298700,618
S027945,2025-10-05,Jumeirah Village Circle,JVC,25.04751,55.22261,apartment,1BR,1,631,58.6,First Abu Dhabi Bank,Red,41,17.44,secondary_sale,182400,289
S027946,2024-05-16,The Lakes,Emirates Living,25.05642,55.18,villa,5BR_villa,5,4202,390.4,Al Furjan,Red,27,18.31,secondary_sale,2403100,572
S027947,2021-03-24,Jumeirah Park,Emirates Living,25.05001,55.17493,villa,4BR_villa,4,3968,368.6,Mashreq Bank,Red,25,19.19,secondary_sale,1324000,334
S027948,2025-08-31,Umm Suqeim,Jumeirah,25.14636,55.20919,villa,3BR_villa,3,2356,218.8,Burj Khalifa/Dubai Mall,Red,43,8.66,secondary_sale,1878900,798
S027949,2022-12-15,Jumeirah Islands,Emirates Living,25.05566,55.13735,villa,4BR_villa,4,4766,442.8,Danube,Red,28,20.93,secondary_sale,2606400,547
S027950,2024-01-02,Jumeirah Park,Emirates Living,25.06065,55.17973,villa,4BR_villa,4,4356,404.7,MRT-1,Red,24,17.93,secondary_sale,3077000,706
S027951,2024-01-28,Discovery Gardens,Discovery Gardens,25.03267,55.16114,apartment,2BR,2,1378,128.0,Discovery Gardens,Red,10,21.56,secondary_sale,372700,270
S027952,2025-01-23,Dubai Investment Park,DIP,25.00665,55.18283,apartment,2BR,2,1415,131.4,Jumeirah Golf Estates,Red,22,23.11,secondary_sale,322400,228
S027953,2022-11-08,Jumeirah Islands,Emirates Living,25.05477,55.15375,villa,4BR_villa,4,5410,502.6,MRT-1,Red,17,19.96,secondary_sale,2810900,520
S027954,2024-05-06,Jumeirah Park,Emirates Living,25.02951,55.19239,villa,5BR_villa,5,6345,589.4,Discovery Gardens,Red,16,20.39,secondary_sale,2952400,465
S027955,2024-07-11,Al Nahda,Al Nahda,25.30105,55.3706,apartment,2BR,2,1472,136.7,Stadium (G),Green,3,15.07,secondary_sale,369400,251
S027956,2025-11-19,Pearl Jumeira,Jumeirah,25.22839,55.24815,villa,3BR_villa,3,2477,230.1,Union,Red,40,4.36,secondary_sale,3723200,1503
S027957,2023-03-24,Dubai Investment Park,DIP,24.9867,55.19614,apartment,1BR,1,936,86.9,Dubai Investment Park,Red,18,24.7,secondary_sale,186000,199
S027958,2022-06-06,Dubai Festival City,Festival City,25.22191,55.34613,apartment,1BR,1,805,74.8,Creek,Green,5,7.72,secondary_sale,248300,309
S027959,2020-07-29,Dubai Hills Estate,Mohammed Bin Rashid,25.1091,55.24031,apartment,studio,0,435,40.4,Sharaf DG,Red,30,10.38,secondary_sale,121600,279
S027960,2021-10-13,La Mer,Jumeirah,25.2229,55.24775,apartment,studio,0,544,50.6,Emirates Towers,Red,13,3.92,secondary_sale,367800,675
S027961,2025-07-01,Dubai South,Dubai South,24.90445,55.16995,villa,4BR_villa,4,4096,380.6,UAE Exchange,Red,52,34.21,secondary_sale,610800,149
S027962,2024-01-20,Arabian Ranches 3,Arabian Ranches,25.05123,55.26334,villa,5BR_villa,5,5012,465.7,Stadium,Red,121,16.27,secondary_sale,2541600,507
S027963,2025-03-01,Arabian Ranches 3,Arabian Ranches,25.04965,55.28216,villa,3BR_villa,3,3783,351.5,Mall of the Emirates,Red,51,16.43,secondary_sale,2288800,605
S027964,2020-05-02,Mira,Reem,25.02282,55.27773,villa,5BR_villa,5,4383,407.2,Dubai Internet City,Red,53,19.39,secondary_sale,709300,162
S027965,2020-03-21,Dubai Production City,IMPZ,25.02217,55.20613,apartment,studio,0,522,48.5,Energy,Red,65,20.64,secondary_sale,49300,94
S027966,2020-05-23,Dubai Sports City,Dubai Sports City,25.05699,55.23257,apartment,studio,0,314,29.2,First Abu Dhabi Bank,Red,49,16.15,secondary_sale,41000,131
S027967,2023-06-11,Al Barsha South,Al Barsha,25.07467,55.21843,apartment,3BR,3,1801,167.3,Al Furjan,Red,38,14.74,secondary_sale,575900,320
S027968,2020-09-04,Dubai Production City,IMPZ,25.0408,55.2268,apartment,1BR,1,557,51.7,Jumeirah Golf Estates,Red,28,18.04,secondary_sale,100300,180
S027969,2021-10-30,Palm Jumeirah,Palm Jumeirah,25.11368,55.14073,apartment,4BR_penthouse,4,2173,201.8,Mashreq Bank,Red,20,16.35,secondary_sale,1341400,617
S027970,2025-08-08,Pearl Jumeira,Jumeirah,25.22687,55.255,villa,3BR_villa,3,3412,317.0,Palm Deira,Green,29,3.83,secondary_sale,4938500,1447
